id--Response_ID	submitdate--Date_submitted	lastpage--Last_page	startlanguage--Start_language	a03--Gender:__This_question_is_entirely_OPTIONAL_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a06--City:__This_question_is_entirely_OPTIONAL_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a05--State/Province:__This_question_is_entirely_OPTIONAL_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a04--Country:__This_question_is_entirely_OPTIONAL_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	b02--Formation_or_Concentration:__Please_tell_us_your_educational_background_(biology,_chemistry,_physics,_etc)	b01--Please_tell_us_the_highest_degree_achieved:	b03--Are_you_affiliated_with_any_institutions/groups/organizations?	b04--Could_you_tell_us_which_one(s)?	b05--If_you_are_in_an_academic_institution,_what_is_your_main_occupation:__ 	c01-- __Which_of_these_are_your_main_work_area?	c02--For_how_many_years_have_you_been_working_in_this_area?__ 	e01--How_do_you_perceive_research_equipment_access_inside_your_group/institution?	e03--Could_you_explain_a_bit_your_previous_answer?	e02--Which_of_the_following_do_you_consider_to_be_the_biggest_difficulty_in_equipment_access?	e04[SQ001]--Which_equipments/tools_are_most_used_in_your_lab/workspace?_[Most_used:]	e04[SQ002]--Which_equipments/tools_are_most_used_in_your_lab/workspace?_[Second_most_used_(if_any):]	e04[SQ003]--Which_equipments/tools_are_most_used_in_your_lab/workspace?_[Third_most_used_(if_any):]	e08[SQ001]--If_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_PCR_machine)_[Equipment_1:]	e08[SQ002]--If_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_PCR_machine)_[Equipment_2_(if_any):]	e08[SQ003]--If_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_PCR_machine)_[Equipment_3(if_any):]	e05--Was_there_ever_a_need_to_change_a_project_due_to_problems_related_to_equipment_use/access?	e06--Could_you_tell_us_which_equipment_caused_the_change?_(please_try_to_avoid_acronyms, _use_thermocycler_instead_of_PCR_machine).	e07--In_case_any_projects_had_to_be_changed_due_to_access/problems,_could_you_tell_us_why?	d01--Do_you_use_Open_Technologies*_in_your_work/research/projects?__ __*Any_tools,_code_or_equipment_based_on_open_source_(build,_calibration_plans,_and/or_code_freely_distributed)__ 	d04--Which_ones?_(Please_list_all_that_you_remember._Separate_them_with_commas:_ImageJ,_Python,_Ubuntu,_OpenPCR,_etc)	d02--Do_you_know_anyone_who_is_using_open_technologies?	d05--Could_you_tell_us_what_they_are_using?_(Please_list_all_that_you_remember._Separate_them_with_commas:_ImageJ,_Python,_Ubuntu,_OpenPCR,_etc)	d03--Do_you_know_any_scientific_equipment_that_is_open_source?	d06--Which_ones_(please_list_all_that_you_know/remember._Separate_them_with_commas:_OpenPCR,_OpenEphys,_etc)	f01--Would_you_consider_buying_equipment_from_new_brands?	f08--Could_you_tell_us_why?	f02--Would_you_consider_building_laboratory_equipment_yourself,_if_you_were_given_a_list_of_necessary_components_and_the_building_and_calibration_manuals?	f09--Could_you_tell_us_why?	f03--Have_you_ever_tested_equipment_from_less_known/new_brands?	f04--You_did_it_because:	f05--Have_you_ever_built_laboratory_equipment_yourself?	f06--Could_you_please_tell_us_a_bit_more_about_it?	f07--Would_you_like_to_test_research_equipment_from_new_brands_or_distributed_under_DIY_paradigm?
364	2019-03-02 11:33:01	8	en	Female	Cambridge, UK			chemistry, biochemistry, cell biology	PhD	Yes	University of Cambridge	Researcher	Biology	8	Partially satisfactory	We have easy access to most of the equipment I need to do my research. Sometimes it is hard to get the help you need to use this equipment efficiently/well.	Too many users for a small number of equipment/tools	microscope	PCR machine	Apparatus to test fly motility	Super resolution microscope	Automated movement analysis machine for monitoring flies	None	No			Yes	ImageJ, Firefox, R, shinyapps	Yes	ImageJ, Firefox, R,	No		Yes	Why not if it does the job. We don't always in the lab as it takes time to test new things work as well or better than what we do already.	No	"Not really a good use of time and money given we have a lot of resources at our disposal. We have had custom apparatus made by the ""workshop"" at the MRC-LMB"	Yes	Looking for affordable option	No		Yes
365	2019-03-02 12:26:59	8	en	Male				Biology	Masters	Yes	Ariel University	Researcher	Biology	4	Unsatisfactory		Certain types of equipment are not available	microscopes	none	none	ACTA	None	None	Yes	ACTA		Yes	ImageJ	Yes	ImageJ, 	No		No	Not reliable. People over promise and when put to use it does not work. Eg western blotting machines, protein, dna estimation machines	No	They are complicated. My job is to do research, not to make machines. 	Yes	Just to try out new things	No		Yes
366		1	en																																						
367		3	en	Male				Biologist	PhD	Yes		Researcher	Biology	13					none	none		None	None																		
368		3	en	Female	Boston	Massachusetts	USA	BS Electrical Engineering to Ed.D Learning and teaching	PhD	No		Non-administrative/non-academic work	Education	20					none	none		None	None																		
369			en																																						
370		3	en	Male				Biology 	Bachelors of science			Researcher	Biology	1					none	none		None	None																		
371		3	en	Female			Uk	Sociology	PhD	Yes	University of York	Professor	Physics	2					none	none		None	None																		
372	2019-03-03 12:53:05	8	en	Female	Ankara		Turkey	Molecular Biology and genetics	Bachelors of science	Yes	Bilkent University	Student	Biology	2	Partially satisfactory	Because 1$ is more than 5₺, it is difficult to buy new equipments to our lab, even for the simple plastics for a while.	The amount of time necessary to repair/calibrate existing equipment	Pipettes, tips, computer, SYBR green, Trizol	none	none	iScript cDNA kit	New working pipettes 	Trizol	Yes	cDNA synthesis kit, Trizol 	Consumables were not available	Yes	R, RStudio, STRING	Yes	ImageJ	No		Maybe	I would like to continue with what I have done my edperimwnts with so far. I would like to write my thesis and complete the Projects 	No	It may take longer time	Yes	Looking for affordable option	No		Yes
373		4	en	Male	Paris		France	Mechanicak Engineering	Masters	No		Non-administrative/non-academic work	Engineering	12	Partially satisfactory		Certain types of equipment are not available	Computer	Large scale printer	none	Beowulf cluster	Monitors 	None	Yes	MRI	Equipment unavailable (other reasons than being broken)	Yes		Yes		Yes										
374			en																																						
375	2019-03-03 22:57:11	8	en	Male	Accra		Ghana	neuroscience, pharmacology, pharmacy	Masters	Yes	Nsesa Foundation, Society of Neuroscientists of Africa	Student	Pharmacy	3	Unsatisfactory	There are few equipment available for research. Only the most basic equipment are available and these are few in proportion to the number of students. This makes research a burden at times. Most of the equipment available are also outdated. 	Certain types of equipment are not available	Plate readers, kymographs, tissue/organ baths, microscopes	none	none	kymograph, tissue/organ bath	None	None	Yes	Active avoidance shuttle box	Equipment unavailable (other reasons than being broken)	Yes	ImageJ, Actifield, Icy	No		Yes	Actifield	Yes	I don't mind the brand as long as I am sure of the quality and get value for my money.	Yes	It would be cheaper and I can customise the equipment to suit my peculiar needs	No		Yes	Actifield is an open source acitmeter which can be used to record the locomotor activity of rodents.	Yes
376		3	en	Male	Aberystwyth	Ceredigion	United Kingdom	Biology	PhD	Yes	Aberystwyth University 	Student	Biology	4					none	none		None	None																		
377		3	en	Male	Paris	Ile de France	France	Biology and Mathematics	Bachelors of science	Yes	CRI (Center for Research and Interdisciplinariy) of Paris	Student	Biology	5					none	none		None	None																		
378		3	en					 	High school			Student	Arts	0					none	none		None	None																		
379		4	en					asdsa	Basic school			Administration	Biology	15	Unsatisfactory		I don’t see any difficulties in equipment access	asdas	none	none	dasdsa	None	None	Yes																	
380			en																																						
381	2019-03-04 14:17:43	8	en	Male	Belgrade 		Serbia 	Biology	PhD	Yes	"Institute for Biological Research ""Siniša Stanković"", University of Belgrade "	Researcher	Biology	8	Satisfactory			PCR, Western blot	none	none	Respirimetry equipment 	None	None	No			Yes	R	Yes	Ubuntu, R	No		Maybe	To try them out	No	I do not know how to do that	No		No		Yes
382		3	en	Male	Paris	Ile-de-France	France	biology	Masters	Yes	ESPCI Paris	Researcher	Biology	1					none	none		None	None																		
383		3	en	Female				biology, bioinformatics	Masters	Yes		Researcher	Biology	4					none	none		None	None																		
384		3	en	Male	Austin	TX	United States	Marketing	Bachelors of art	No		Non-administrative/non-academic work	Education	2					none	none		None	None																		
385	2019-03-04 15:40:32	8	en		paris	ils de france	france	epidemiology	Masters	Yes		Student	Health	3	Satisfactory	my work only requires my own laptop. i also have access to a computational cluster if needed.		computer	whiteboard	computational cluster	more whiteboards	None	None	No			Yes	ubuntu, r, python, and essentially everything else i use	Yes	ubuntu, r, python, etc	No		Yes	whatever works. but also your question is vague.	Yes	i like building things. especially if it saves money.	Yes	Looking for affordable option	Yes	i built a server	Yes
386		2	en					Biology 	Bachelors of science	Yes			Arts																												
387	2019-03-04 17:46:20	8	en	Male	Cape Town	Western Cape	South Africa	Medicine	PhD	Yes	University of Cape Town	Researcher	Biology	10	Partially satisfactory	We have good equipment but would love access to more.	The amount of time necessary to repair/calibrate existing equipment	Patch clamp rig	pH meter	CO2 incubator	Confocal microscope	None	None	No			Yes	OpenSpritzer, Ubuntu, ScanImage, MicroManager, ImageJ, Python	Yes	OpenSpritzer, Ubuntu, ScanImage, MicroManager, ImageJ, Python	Yes	OpenSpritzer	Yes	Less time consuming than openhardware builds, plug and play capability	Yes	It is cheaper	Yes	Looking for affordable option	Yes	OpenSpritzer, TIHMAC 2-photon	Yes
388		1	en	Female																																					
389		3	en	Male	Pyeongtaek	Gyeonngi	South Korea	Microbiology	Masters	Yes	Hallym University	Researcher	Biology	1					none	none		None	None																		
390	2019-03-05 13:09:19	8	en	Female	Paris		France	Biology PhD student 	Masters	Yes	CRI paris, University Paris Descartes 	Student	Biology	6	Satisfactory	We have state of the art equipment 		Pipettes	laminar flow hood	none	plate reader 	None	None	No			Yes	Github codes, python 	Yes	Github codes, python, ImageJ	No		Yes	As long as it works, I buy it 	Yes	It will sure be cheaper and much fun 	Yes	Looking for affordable option	No		Yes
391		3	fr	Male	Paris		France	Biologie géologie	Bachelors of science	No		Student	Education	5	Satisfactory	Le fablab permet de combler les manques si tant est qu'il y en est		Post it	Ordinateur					No																	
392	2019-03-05 22:35:31	8	en	Male	ACCRA	Greater Accra	Ghana	Engineering	Bachelors of science	Yes	NSBE,IEEE, PMP, AOSH	Non-administrative/non-academic work	Computer science	7	Rather not say	I do not use research scientific equipment	I don’t see any difficulties in equipment access	N/A	none	none	N/A	None	None	No			Yes	WordPress, python,linux	No		No		Yes	Expensive equipment need proper maintenance. Rather buy new so I have better overview of it's usage and build a maintenance culture around it.	Yes	So I can customize to suite my specific needs.	Yes	Needed to establish new protocols/experiments in the lab for which there were no options available in the market	No		Yes
393	2019-03-06 07:16:28	8	en	Male	ACCRA	Greater Accra	Ghana	Engineering	Bachelors of science	Yes	IEEE, NSBE, PMP,GHIE	Non-administrative/non-academic work	Computer science	7	Unsatisfactory	"Most research years were spent during schooling. Limited Research resources resulted in lower accessibility.

The equipment we're not upgraded and hence tend to be insufficient to more modern research procedures"	Too many users for a small number of equipment/tools	Oscilloscope	Multimeter	none	Oscilloscope	Simulation tools	None	Yes		Consumables were not available	Yes	Linux, WordPress, Firefox, vscode	No		No		Yes	"With advancement in technology, it is evident that new solutions providers are emerging to address needs which are not covered extensively by big players in the industry as well as providing better pricing.

So long as a new provider can meet the need with competitive proposition and product support, I would consider their offer."	Yes	"This can help reduce the dependency on solution providers.

In my Region for example, ready access to service providers might not be available. It pays to knock w how to resolve common issue if you have a bit of expertise in the equipment setup"	No		No		Yes
394	2019-03-06 10:06:30	8	en	Male	Paris		France	Biology	PhD			Researcher	Biology	10	Satisfactory	I work in a large and well funded academic research lab.		Microplate reader	Microplate shaker/incubator	Thermocycler	Liquid handling robot	Microplate reader	Colony picking robot	Yes	Microplate reader	Equipment unavailable (other reasons than being broken)	Yes	Python, OpenTrons, ImageJ	Yes	Python, OpenTrons, ImageJ	Yes	OpenTrons	Yes	Established brands in many domains have poor reputation. Therefore, there is little risk in trying something new.	No	No free time. I prefer all-inclusive solutions that outsource as much labor as possible. My budget generally allows this luxury.	Yes	Brand was recommended by a colleague	Yes	A simple system of LEDs and filters for visualizing fluorescence in microtubes.	Yes
395		3	en	Female	Seattle	Washington	United States	biology, marine science	PhD	Yes		Researcher	Biology	20					none	none		None	None																		
397			en																																						
398		3	fr	Female	Paris	Ile de France	France	Licence Frontières du Vivant, Biologie	High school			Student	Biology	1																											
399	2019-03-08 07:40:35	8	en	Male	Bulawayo	Bulawayo	Zimbabwe	Electronics and mechanics	Bachelors of science	Yes	National University of Science and Technology Zimbabwe	Student	Engineering	3	Unsatisfactory	Equipment is deteriorated	Too many users for a small number of equipment/tools	Lathe 	Ventury meter	PLC	Thermocycler	Centrifuge	None	No			Yes	Advanced c++, Github	No		Yes	Open PCR, Open Centrifuge	Yes	Use of new technologies	Yes	It gives me a broader understanding and appreciation of how the equipment works	No		Yes	Developed a PCR machine with the intention of using locally available equipment and tools	Yes
400		1	en	Male	London																																				
401		2	en	Male				Neuroscience	PhD	Yes			Arts																												
402		3	fr					HDR	PhD			Professor	Engineering	30																											
403	2019-03-09 09:45:49	8	en					Geology	Masters	Yes	Ministry of Secondary Education	Researcher	Geology	3	Unsatisfactory		Certain types of equipment are not available	Petrographic Microscope	Magnetic susceptibility instruments	Sieving instruments	Petrographic microscope	None	None	No			No		No		No		Yes	If they are affordable or cheap	Yes	So that others people around me could also have the opportunity to use it and enhance their works	No		No		Yes
404		5	en	Male	Turin	Turin	Italy	Biology	Specialization (after undergrad studies)	Yes	University of Turin	Student	Biology	4	Partially satisfactory		Too many users for a small number of equipment/tools	Separation columns	Spectrophotometer	Weight scale	Bio-safety cabinet	Micropipettes	Nanopore	I wouldn't know			Yes	Chimera, PDB, Yasara,	I wouldn't know		No										
405	2019-03-10 23:49:46	8	fr	Male	RENNES	Ille et Vilaine, Bretagne	France	physique, mécanique, sciences de l'ingénieur	Masters	Yes	IUT de Rennes	Professor	Engineering	15	Satisfactory			instruments de métrologie : pied à coulisse, micromètre, comparateur, etc	machine outil (fraisage, tournage)	imprimante 3d	machine outil à commande numérique	équipement de réalité virtuelle / augmentée	imagerie haute résolution infra rouge ou rayons x	I wouldn't know			I wouldn't know		I wouldn't know		No		Yes	selon le rapport performance / prix et les possibilités de modification / d'évolution	Yes	on a peu de moyens financiers, mais il nous reste encore des heures technicien ou ingénieur	Yes	Looking for affordable option	No		Yes
406		1	en																																						
407		1	en																																						
408	2019-03-12 15:14:54	8	es	Male	CABA	CABA	Argentina	Ingemiería Biomédica	PhD	Yes		Researcher	Health	10	Unsatisfactory	Vestustos, emparchados y acorde a las regulaciones estatales	Certain types of equipment are not available	PC	Bioprinter	Microscopio	Bioprinter	Microscopio	Estufa de cultivo	Yes	Equipamiento de electrofisiología, amplificadores, micrótomos, micromanipuladores	Equipment unavailable (other reasons than being broken)	Yes	Github, R, Software OpenSource	Yes	Python, Ubuntu, etc.	Yes	OpenEphys, Software dedicado desarrollados por el equipo	Maybe	Mejora de prestaciones y precio	Yes	Si es sencillo, y dispongo de tiempo sí. Puede ser util para estudiantes de grado	Yes	Just to try out new things	Yes	Desarrollo de amplificadores, banco de pruebas y software de análisis y base de datos	Yes
410		3	en	Female	Philadelphia	Pennsylvania	USA	Neuroscience	PhD	Yes		Researcher	Biology	9					none	none		None	None																		
